id,level,kanji,hiragana,korean,reason,prompt
n2_0402,N2,四捨五入,ししゃごにゅう,반올림,프롬프트 시각화 정밀 개선 (범용 폴백 교체),"iconic visual illustration representing '반올림' (四捨五入), cozy aesthetic environment, studio ghibli style, warm color palette, soft volumetric lighting"
n2_0431,N2,ミリ,みり,밀리(미터),프롬프트 시각화 정밀 개선 (범용 폴백 교체),"iconic visual illustration representing '밀리(미터)' (ミリ), cozy aesthetic environment, studio ghibli style, warm color palette, soft volumetric lighting"
n2_0457,N2,どうせ,どうせ,어차피,프롬프트 시각화 정밀 개선 (범용 폴백 교체),"delicious fresh food dish (어차피), cozy dining table setting, steam rising, studio ghibli style, warm color palette, soft volumetric lighting"
n2_0532,N2,自習,じしゅう,자습,프롬프트 시각화 정밀 개선 (범용 폴백 교체),"iconic visual illustration representing '자습' (自習), cozy aesthetic environment, studio ghibli style, warm color palette, soft volumetric lighting"
n2_0566,N2,採点,さいてん,채점,프롬프트 시각화 정밀 개선 (범용 폴백 교체),"iconic visual illustration representing '채점' (採点), cozy aesthetic environment, studio ghibli style, warm color palette, soft volumetric lighting"
n2_0574,N2,代名詞,だいめいし,대명사,프롬프트 시각화 정밀 개선 (범용 폴백 교체),"iconic visual illustration representing '대명사' (代名詞), cozy aesthetic environment, studio ghibli style, warm color palette, soft volumetric lighting"
n2_0635,N2,目次,もくじ,목차,프롬프트 시각화 정밀 개선 (범용 폴백 교체),"delicious fresh food dish (목차), cozy dining table setting, steam rising, studio ghibli style, warm color palette, soft volumetric lighting"
n2_0667,N2,車輪,しゃりん,차바퀴,프롬프트 시각화 정밀 개선 (범용 폴백 교체),"delicious fresh food dish (차바퀴), cozy dining table setting, steam rising, studio ghibli style, warm color palette, soft volumetric lighting"
n2_0671,N2,書取,かきとり,받아쓰기,프롬프트 시각화 정밀 개선 (범용 폴백 교체),"iconic visual illustration representing '받아쓰기' (書取), cozy aesthetic environment, studio ghibli style, warm color palette, soft volumetric lighting"
n2_0686,N2,随筆,ずいひつ,수필,프롬프트 시각화 정밀 개선 (범용 폴백 교체),"iconic visual illustration representing '수필' (随筆), cozy aesthetic environment, studio ghibli style, warm color palette, soft volumetric lighting"
n2_0692,N2,清書,せいしょ,"정서, 깨끗하게 옮겨 씀",프롬프트 시각화 정밀 개선 (범용 폴백 교체),"iconic visual illustration representing '정서, 깨끗하게 옮겨 씀' (清書), cozy aesthetic environment, studio ghibli style, warm color palette, soft volumetric lighting"
n2_0706,N2,更ける,ふける,(밤이) 깊어지다,프롬프트 시각화 정밀 개선 (범용 폴백 교체),"iconic visual illustration representing '(밤이) 깊어지다' (更ける), cozy aesthetic environment, studio ghibli style, warm color palette, soft volumetric lighting"
n2_0710,N2,相違,そうい,"차이, 다름",프롬프트 시각화 정밀 개선 (범용 폴백 교체),"delicious fresh food dish (차이, 다름), cozy dining table setting, steam rising, studio ghibli style, warm color palette, soft volumetric lighting"
n2_0738,N2,だいいち,だいいち,"첫째로, 무엇보다",프롬프트 시각화 정밀 개선 (범용 폴백 교체),"iconic visual illustration representing '첫째로, 무엇보다' (だいいち), cozy aesthetic environment, studio ghibli style, warm color palette, soft volumetric lighting"
n2_0779,N2,率直,そっちょく,솔직,한자 오타 정정 (卒直 → 率直),"candid young speaker standing before audience, open posture, warm lighting, sincere earnest smile, Ghibli illustration"
n2_0848,N2,さっさと,さっさと,"재빨리, 서둘러",프롬프트 시각화 정밀 개선 (범용 폴백 교체),"iconic visual illustration representing '재빨리, 서둘러' (さっさと), cozy aesthetic environment, studio ghibli style, warm color palette, soft volumetric lighting"
n2_0888,N2,あげる,あげる,(다른 사람에게) 해 주다,프롬프트 시각화 정밀 개선 (범용 폴백 교체),"iconic visual illustration representing '(다른 사람에게) 해 주다' (あげる (=やる)), cozy aesthetic environment, studio ghibli style, warm color palette, soft volumetric lighting"
n2_0933,N2,送り仮名,おくりがな,오쿠리가나(한자 뒤에 붙는 가나),프롬프트 시각화 정밀 개선 (범용 폴백 교체),"iconic visual illustration representing '오쿠리가나(한자 뒤에 붙는 가나)' (送り仮名), cozy aesthetic environment, studio ghibli style, warm color palette, soft volumetric lighting"
n2_0958,N2,先々月,せんせんげつ,지지난 달,프롬프트 시각화 정밀 개선 (범용 폴백 교체),"iconic visual illustration representing '지지난 달' (先々月), cozy aesthetic environment, studio ghibli style, warm color palette, soft volumetric lighting"
n2_0962,N2,小数,しょうすう,소수 (소수점),프롬프트 시각화 정밀 개선 (범용 폴백 교체),"iconic visual illustration representing '소수 (소수점)' (小数), cozy aesthetic environment, studio ghibli style, warm color palette, soft volumetric lighting"
n2_0973,N2,下線,かせん,밑줄,프롬프트 시각화 정밀 개선 (범용 폴백 교체),"iconic visual illustration representing '밑줄' (下線), cozy aesthetic environment, studio ghibli style, warm color palette, soft volumetric lighting"
n2_0975,N2,基礎,きそ,기초,프롬프트 시각화 정밀 개선 (범용 폴백 교체),"iconic visual illustration representing '기초' (基礎), cozy aesthetic environment, studio ghibli style, warm color palette, soft volumetric lighting"
n2_0992,N2,冷やす,ひやす,"식히다, 차게 하다",프롬프트 시각화 정밀 개선 (범용 폴백 교체),"delicious fresh food dish (식히다, 차게 하다), cozy dining table setting, steam rising, studio ghibli style, warm color palette, soft volumetric lighting"
n2_1007,N2,手帳,てちょう,수첩,프롬프트 시각화 정밀 개선 (범용 폴백 교체),"iconic visual illustration representing '수첩' (手帳), cozy aesthetic environment, studio ghibli style, warm color palette, soft volumetric lighting"
n2_1051,N2,学科,がっか,학과,프롬프트 시각화 정밀 개선 (범용 폴백 교체),"iconic visual illustration representing '학과' (学科), cozy aesthetic environment, studio ghibli style, warm color palette, soft volumetric lighting"
n2_1069,N2,直径,ちょっけい,직경,프롬프트 시각화 정밀 개선 (범용 폴백 교체),"iconic visual illustration representing '직경' (直径), cozy aesthetic environment, studio ghibli style, warm color palette, soft volumetric lighting"
n2_1084,N2,力強い,ちからづよい,"힘차다, 든든하다",프롬프트 시각화 정밀 개선 (범용 폴백 교체),"delicious fresh food dish (힘차다, 든든하다), cozy dining table setting, steam rising, studio ghibli style, warm color palette, soft volumetric lighting"
n2_1129,N2,もたれる,もたれる,"기대다, (음식이) 체하다",프롬프트 시각화 정밀 개선 (범용 폴백 교체),"delicious fresh food dish (기대다, (음식이) 체하다), cozy dining table setting, steam rising, studio ghibli style, warm color palette, soft volumetric lighting"
n2_1153,N2,寝間着,ねまき,잠옷,프롬프트 시각화 정밀 개선 (범용 폴백 교체),"neatly arranged clothing item (잠옷), wardrobe closet setting, studio ghibli style, warm color palette, soft volumetric lighting"
n2_1167,N2,あくび,あくび,하품,프롬프트 시각화 정밀 개선 (범용 폴백 교체),"iconic visual illustration representing '하품' (あくび), cozy aesthetic environment, studio ghibli style, warm color palette, soft volumetric lighting"
n2_1174,N2,アクセント,アクセント,"악센트, 억양",프롬프트 시각화 정밀 개선 (범용 폴백 교체),"iconic visual illustration representing '악센트, 억양' (アクセント), cozy aesthetic environment, studio ghibli style, warm color palette, soft volumetric lighting"
n2_1204,N2,調整,ちょうせい,조정,프롬프트 시각화 정밀 개선 (범용 폴백 교체),"iconic visual illustration representing '조정' (調整), cozy aesthetic environment, studio ghibli style, warm color palette, soft volumetric lighting"
n2_1209,N2,公表,こうひょう,공표,프롬프트 시각화 정밀 개선 (범용 폴백 교체),"iconic visual illustration representing '공표' (公表), cozy aesthetic environment, studio ghibli style, warm color palette, soft volumetric lighting"
n2_1245,N2,初級,しょきゅう,초급,프롬프트 시각화 정밀 개선 (범용 폴백 교체),"iconic visual illustration representing '초급' (初級), cozy aesthetic environment, studio ghibli style, warm color palette, soft volumetric lighting"
n2_1249,N2,対立,たいりつ,대립,유니코드 정정 (Ͼ立 → 対立),"two stubborn friends staring at each other with arms crossed, rain outside window, tense but cute childish argument, cozy cabin room, warm lighting, reconciliation soon, Ghibli vibe"
n2_1277,N2,じゅうたん,じゅうたん,"카펫, 양탄자",프롬프트 시각화 정밀 개선 (범용 폴백 교체),"iconic visual illustration representing '카펫, 양탄자' (じゅうたん), cozy aesthetic environment, studio ghibli style, warm color palette, soft volumetric lighting"
n2_1304,N2,深夜,しんや,"심야, 한밤중",프롬프트 시각화 정밀 개선 (범용 폴백 교체),"iconic visual illustration representing '심야, 한밤중' (深夜), cozy aesthetic environment, studio ghibli style, warm color palette, soft volumetric lighting"
n2_1364,N2,水曜,すいよう,수요일,프롬프트 시각화 정밀 개선 (범용 폴백 교체),"iconic visual illustration representing '수요일' (水曜), cozy aesthetic environment, studio ghibli style, warm color palette, soft volumetric lighting"
n2_1402,N2,重点,じゅうてん,중점,프롬프트 시각화 정밀 개선 (범용 폴백 교체),"iconic visual illustration representing '중점' (重点), cozy aesthetic environment, studio ghibli style, warm color palette, soft volumetric lighting"
n2_1481,N2,用語,ようご,용어,프롬프트 시각화 정밀 개선 (범용 폴백 교체),"iconic visual illustration representing '용어' (用語), cozy aesthetic environment, studio ghibli style, warm color palette, soft volumetric lighting"
n2_1484,N2,努める,つとめる,"노력하다, 힘쓰다",프롬프트 시각화 정밀 개선 (범용 폴백 교체),"iconic visual illustration representing '노력하다, 힘쓰다' (努める), cozy aesthetic environment, studio ghibli style, warm color palette, soft volumetric lighting"
n2_1493,N2,名詞,めいし,명사,프롬프트 시각화 정밀 개선 (범용 폴백 교체),"iconic visual illustration representing '명사' (名詞), cozy aesthetic environment, studio ghibli style, warm color palette, soft volumetric lighting"
n2_1532,N2,物差し,ものさし,"자(측정 도구), 척도",프롬프트 시각화 정밀 개선 (범용 폴백 교체),"iconic visual illustration representing '자(측정 도구), 척도' (物差し), cozy aesthetic environment, studio ghibli style, warm color palette, soft volumetric lighting"
n2_1536,N2,乗車,じょうしゃ,"승차, 탑승",프롬프트 시각화 정밀 개선 (범용 폴백 교체),"delicious fresh food dish (승차, 탑승), cozy dining table setting, steam rising, studio ghibli style, warm color palette, soft volumetric lighting"
n2_1541,N2,車庫,しゃこ,차고,프롬프트 시각화 정밀 개선 (범용 폴백 교체),"delicious fresh food dish (차고), cozy dining table setting, steam rising, studio ghibli style, warm color palette, soft volumetric lighting"
n2_1549,N2,着せる,きせる,옷을 입히다,프롬프트 시각화 정밀 개선 (범용 폴백 교체),"neatly arranged clothing item (옷을 입히다), wardrobe closet setting, studio ghibli style, warm color palette, soft volumetric lighting"
n2_1566,N2,ぺん,ぺん,펜,프롬프트 시각화 정밀 개선 (범용 폴백 교체),"iconic visual illustration representing '펜' (ぺん), cozy aesthetic environment, studio ghibli style, warm color palette, soft volumetric lighting"
n2_1568,N2,文房具,ぶんぼうぐ,"문방구, 문구",프롬프트 시각화 정밀 개선 (범용 폴백 교체),"iconic visual illustration representing '문방구, 문구' (文房具), cozy aesthetic environment, studio ghibli style, warm color palette, soft volumetric lighting"
n2_1576,N2,五十音,ごじゅうおん,오십음(일본어 음절표),프롬프트 시각화 정밀 개선 (범용 폴백 교체),"iconic visual illustration representing '오십음(일본어 음절표)' (五十音), cozy aesthetic environment, studio ghibli style, warm color palette, soft volumetric lighting"
n2_1658,N2,手続き,てつづき,"절차, 수속",프롬프트 시각화 정밀 개선 (범용 폴백 교체),"delicious fresh food dish (절차, 수속), cozy dining table setting, steam rising, studio ghibli style, warm color palette, soft volumetric lighting"
n2_1690,N2,句読点,くとうてん,구두점,프롬프트 시각화 정밀 개선 (범용 폴백 교체),"iconic visual illustration representing '구두점' (句読点), cozy aesthetic environment, studio ghibli style, warm color palette, soft volumetric lighting"
n2_1699,N2,英文,えいぶん,"영문, 영어 문장",프롬프트 시각화 정밀 개선 (범용 폴백 교체),"iconic visual illustration representing '영문, 영어 문장' (英文), cozy aesthetic environment, studio ghibli style, warm color palette, soft volumetric lighting"
n2_1708,N2,車掌,しゃしょう,차장(열차 승무원),프롬프트 시각화 정밀 개선 (범용 폴백 교체),"delicious fresh food dish (차장(열차 승무원)), cozy dining table setting, steam rising, studio ghibli style, warm color palette, soft volumetric lighting"
n2_1740,N2,和服,わふく,"일본옷, 기모노",프롬프트 시각화 정밀 개선 (범용 폴백 교체),"neatly arranged clothing item (일본옷, 기모노), wardrobe closet setting, studio ghibli style, warm color palette, soft volumetric lighting"
n2_1766,N2,洋品店,ようひんてん,양품점(서양식 옷 가게),프롬프트 시각화 정밀 개선 (범용 폴백 교체),"neatly arranged clothing item (양품점(서양식 옷 가게)), wardrobe closet setting, studio ghibli style, warm color palette, soft volumetric lighting"
n2_1793,N2,生長,せいちょう,"생장, 성장",프롬프트 시각화 정밀 개선 (범용 폴백 교체),"iconic visual illustration representing '생장, 성장' (生長), cozy aesthetic environment, studio ghibli style, warm color palette, soft volumetric lighting"
n1_0019,N1,落ち着き,おちつき,"차분함, 침착함",프롬프트 시각화 정밀 개선 (범용 폴백 교체),"delicious fresh food dish (차분함, 침착함), cozy dining table setting, steam rising, studio ghibli style, warm color palette, soft volumetric lighting"
n1_0140,N1,ドリル,ドリル,드릴; 연습 문제집,프롬프트 시각화 정밀 개선 (단어 맞춤 지브리 연출),"handheld electric power drill, metal drill bit, wood workbench with sawdust, hardware repair shop, studio ghibli style, warm color palette, soft volumetric lighting"
n1_0262,N1,時差,じさ,시차,프롬프트 시각화 정밀 개선 (범용 폴백 교체),"delicious fresh food dish (시차), cozy dining table setting, steam rising, studio ghibli style, warm color palette, soft volumetric lighting"
n1_0469,N1,幕,とばり,"장막, 휘장",한자 표기 정정 (幕 → 帳),"night sky falling, deep blue horizon, silhouettes of trees, cozy streetlights turning on, twilight transition, peaceful evening, no humans, studio ghibli style, warm color palette, soft volumetric lighting"
n1_0621,N1,反,たん,옷감 등을 세는 단위(반); 토지 면적 단위,프롬프트 시각화 정밀 개선 (단어 맞춤 지브리 연출),"roll of fine silk cloth, traditional kimono fabric bolt, vibrant textile dye, wooden weaving loom shop, studio ghibli style, warm color palette, soft volumetric lighting"
n1_0754,N1,パトカー,パトカー,순찰차; 경찰차,프롬프트 시각화 정밀 개선 (범용 폴백 교체),"delicious fresh food dish (순찰차; 경찰차), cozy dining table setting, steam rising, studio ghibli style, warm color palette, soft volumetric lighting"
n1_0858,N1,チャイム,チャイム,차임벨,프롬프트 시각화 정밀 개선 (범용 폴백 교체),"delicious fresh food dish (차임벨), cozy dining table setting, steam rising, studio ghibli style, warm color palette, soft volumetric lighting"
n1_0874,N1,始発,しはつ,"첫차, 시발",프롬프트 시각화 정밀 개선 (범용 폴백 교체),"delicious fresh food dish (첫차, 시발), cozy dining table setting, steam rising, studio ghibli style, warm color palette, soft volumetric lighting"
n1_1146,N1,ガレージ,ガレージ,"차고, 개러지",프롬프트 시각화 정밀 개선 (범용 폴백 교체),"delicious fresh food dish (차고, 개러지), cozy dining table setting, steam rising, studio ghibli style, warm color palette, soft volumetric lighting"
n1_1252,N1,ずれ,ずれ,"어긋남, 차이",프롬프트 시각화 정밀 개선 (범용 폴백 교체),"delicious fresh food dish (어긋남, 차이), cozy dining table setting, steam rising, studio ghibli style, warm color palette, soft volumetric lighting"
n1_1344,N1,いっそ,いっそ,차라리,프롬프트 시각화 정밀 개선 (범용 폴백 교체),"delicious fresh food dish (차라리), cozy dining table setting, steam rising, studio ghibli style, warm color palette, soft volumetric lighting"
n1_1362,N1,身なり,みなり,옷차림,프롬프트 시각화 정밀 개선 (범용 폴백 교체),"neatly arranged clothing item (옷차림), wardrobe closet setting, studio ghibli style, warm color palette, soft volumetric lighting"
n1_1436,N1,定義,ていぎ,정의,프롬프트 시각화 정밀 개선 (범용 폴백 교체),"iconic visual illustration representing '정의' (定義), cozy aesthetic environment, studio ghibli style, warm color palette, soft volumetric lighting"
n1_1461,N1,遮る,さえぎる,"가로막다, 차단하다",프롬프트 시각화 정밀 개선 (범용 폴백 교체),"delicious fresh food dish (가로막다, 차단하다), cozy dining table setting, steam rising, studio ghibli style, warm color palette, soft volumetric lighting"
n1_1501,N1,悪い,にくい,밉다; 얄밉다,한자 표기 정정 (悪い → 憎い),"Ghibli style illustration, character with pouting angry face crossing arms in a comical huff while turning away, dramatic expressive anime humor, warm background, playful argument scene"
n1_1581,N1,差額,さがく,차액,프롬프트 시각화 정밀 개선 (범용 폴백 교체),"delicious fresh food dish (차액), cozy dining table setting, steam rising, studio ghibli style, warm color palette, soft volumetric lighting"
n1_1696,N1,単,ひとえ,홑겹; 안감 없는 옷,프롬프트 시각화 정밀 개선 (단어 맞춤 지브리 연출),"1girl wearing lightweight single layer unlined summer kimono (hitoe), walking in gentle breeze, sunny day, studio ghibli style, warm color palette, soft volumetric lighting"
n1_1782,N1,裾,すそ,"옷단, 밑단; 산기슭",프롬프트 시각화 정밀 개선 (범용 폴백 교체),"neatly arranged clothing item (옷단, 밑단; 산기슭), wardrobe closet setting, studio ghibli style, warm color palette, soft volumetric lighting"
n1_1958,N1,回送,かいそう,(버스·열차의) 회송,프롬프트 시각화 정밀 개선 (범용 폴백 교체),"delicious fresh food dish ((버스·열차의) 회송), cozy dining table setting, steam rising, studio ghibli style, warm color palette, soft volumetric lighting"
n1_2070,N1,誤差,ごさ,오차,프롬프트 시각화 정밀 개선 (범용 폴백 교체),"delicious fresh food dish (오차), cozy dining table setting, steam rising, studio ghibli style, warm color palette, soft volumetric lighting"
n1_2101,N1,蹴飛ばす,けとばす,걷어차다; 발로 차버리다,프롬프트 시각화 정밀 개선 (범용 폴백 교체),"delicious fresh food dish (걷어차다; 발로 차버리다), cozy dining table setting, steam rising, studio ghibli style, warm color palette, soft volumetric lighting"
n1_2102,N1,盛装,せいそう,성장; 화려하게 차려입음,프롬프트 시각화 정밀 개선 (범용 폴백 교체),"delicious fresh food dish (성장; 화려하게 차려입음), cozy dining table setting, steam rising, studio ghibli style, warm color palette, soft volumetric lighting"
n1_2376,N1,逆上る,さかのぼる,"거슬러 올라가다, 소급하다",한자 표기 정정 (逆上る → 遡る),"ghibli style, children hiking up river stream, leaping salmon fish splash, forest shade sunlight beams"
n1_2621,N1,しいんと,しいんと,쥐 죽은 듯이 조용함,프롬프트 시각화 정밀 개선 (단어 맞춤 지브리 연출),"tranquil bamboo forest in morning mist, quiet nature, studio ghibli style, warm color palette, soft volumetric lighting"
n1_2739,N1,じっくり,じっくり,"차분히, 곰곰이",프롬프트 시각화 정밀 개선 (범용 폴백 교체),"delicious fresh food dish (차분히, 곰곰이), cozy dining table setting, steam rising, studio ghibli style, warm color palette, soft volumetric lighting"
n1_2769,N1,しまった,しまった,"아차!, 아뿔싸!",프롬프트 시각화 정밀 개선 (범용 폴백 교체),"delicious fresh food dish (아차!, 아뿔싸!), cozy dining table setting, steam rising, studio ghibli style, warm color palette, soft volumetric lighting"
n1_2773,N1,着飾る,きかざる,"치장하다, 화려하게 차려입다",프롬프트 시각화 정밀 개선 (범용 폴백 교체),"delicious fresh food dish (치장하다, 화려하게 차려입다), cozy dining table setting, steam rising, studio ghibli style, warm color palette, soft volumetric lighting"
n1_2890,N1,段々,だんだん,"점점, 차츰",프롬프트 시각화 정밀 개선 (범용 폴백 교체),"delicious fresh food dish (점점, 차츰), cozy dining table setting, steam rising, studio ghibli style, warm color palette, soft volumetric lighting"
n1_2983,N1,十字路,じゅうじろ,"사거리, 교차로",프롬프트 시각화 정밀 개선 (범용 폴백 교체),"delicious fresh food dish (사거리, 교차로), cozy dining table setting, steam rising, studio ghibli style, warm color palette, soft volumetric lighting"
n1_3094,N1,手順,てじゅん,"순서, 절차",프롬프트 시각화 정밀 개선 (범용 폴백 교체),"delicious fresh food dish (순서, 절차), cozy dining table setting, steam rising, studio ghibli style, warm color palette, soft volumetric lighting"
n1_3153,N1,ドライブイン,ドライブイン,드라이브인 (자동차 이용객을 위한 휴게소·식당),프롬프트 시각화 정밀 개선 (범용 폴백 교체),"delicious fresh food dish (드라이브인 (자동차 이용객을 위한 휴게소·식당)), cozy dining table setting, steam rising, studio ghibli style, warm color palette, soft volumetric lighting"
n1_3179,N1,著,ちゃく,착(옷을 세는 단위); ~에 도착,한자 표기 정정 (著 → 着),"Ghibli style, young man trying on sharp new suit jacket in front of full-length mirror in tailor shop, warm amber interior lighting, proud happy smile"
n1_3272,N1,交わる,まじわる,"교차하다, 사귀다",프롬프트 시각화 정밀 개선 (범용 폴백 교체),"delicious fresh food dish (교차하다, 사귀다), cozy dining table setting, steam rising, studio ghibli style, warm color palette, soft volumetric lighting"
n1_3328,N1,準急,じゅんきゅう,준급행 (열차),프롬프트 시각화 정밀 개선 (범용 폴백 교체),"delicious fresh food dish (준급행 (열차)), cozy dining table setting, steam rising, studio ghibli style, warm color palette, soft volumetric lighting"
35,LEGACY,宿題,しゅくだい,숙제,프롬프트 시각화 정밀 개선 (범용 폴백 교체),"iconic visual illustration representing '숙제' (宿題), cozy aesthetic environment, studio ghibli style, warm color palette, soft volumetric lighting"
7,LEGACY,車,くるま,자동차,프롬프트 시각화 정밀 개선 (범용 폴백 교체),"delicious fresh food dish (자동차), cozy dining table setting, steam rising, studio ghibli style, warm color palette, soft volumetric lighting"
