id,kanji,kana,korean
n1_2263,刊行,かんこう,"간행, 출판"
n1_2267,版,はん,판(출판물의 판)
n1_2270,福祉,ふくし,복지
n1_2272,配置,はいち,배치
n1_2277,清算,せいさん,청산
n1_2280,下地,したじ,"바탕, 기초, 밑바탕"
n1_2283,知性,ちせい,지성
n1_2285,閉鎖,へいさ,폐쇄
n1_2289,タイトル,タイトル,"타이틀, 제목"
n1_2290,創立,そうりつ,창립
n1_2295,月謝,げっしゃ,"월사금, 매달 내는 수업료"
n1_2298,光熱費,こうねつひ,광열비
n1_2300,感度,かんど,감도
n1_2302,連休,れんきゅう,연휴
n1_2303,合唱,がっしょう,합창
n1_2304,階層,かいそう,계층
n1_2305,展望,てんぼう,전망
n1_2310,合意,ごうい,합의
n1_2313,迫害,はくがい,박해
n1_2314,賠償,ばいしょう,배상
n1_2316,距離,きょり,거리
n1_2317,統率,とうそつ,통솔
n1_2318,補助,ほじょ,보조
n1_2322,気兼ね,きがね,"스스러움, 부담스러워함"
n1_2336,キャリア,キャリア,"커리어, 경력"
n1_2339,成年,せいねん,성년
n1_2341,訴訟,そしょう,소송
n1_2342,応募,おうぼ,"응모, 지원"
n1_2347,無駄遣い,むだづかい,"낭비, 헛돈 쓰기"
n1_2350,浪費,ろうひ,낭비
n1_2351,丈,たけ,"길이, 키"
n1_2360,突破,とっぱ,돌파
n1_2364,保護,ほご,보호
n1_2365,占領,せんりょう,점령
n1_2367,日取り,ひどり,"정해진 날짜, 일정"
n1_2370,合致,がっち,"합치, 일치"
n1_2371,到達,とうたつ,도달
n1_2372,促進,そくしん,촉진
n1_2380,参照,さんしょう,참조
n1_2382,許容,きょよう,허용
n1_2383,共産,きょうさん,공산(주의)
n1_2386,比重,ひじゅう,비중
n1_2393,目付き,めつき,"눈빛, 눈초리"
n1_2394,派遣,はけん,파견
n1_2395,依存,いそん,의존
n1_2398,経路,けいろ,경로
n1_2403,相応,そうおう,"걸맞음, 상응"
n1_2406,戦力,せんりょく,전력(전투력)
n1_2409,面目,めんぼく,"면목, 체면"
n1_2411,自立,じりつ,자립
n1_2412,麻痺,まひ,마비
n1_2415,家出,いえで,가출
n1_2417,祝賀,しゅくが,축하
n1_2418,貧困,ひんこん,빈곤
n1_2421,見込み,みこみ,"전망, 가망"
n1_2423,漢語,かんご,한자어
n1_2425,扶養,ふよう,부양
n1_2428,連盟,れんめい,연맹
n1_2429,象徴,しょうちょう,상징
n1_2435,助け,たすけ,도움
n1_2444,浮力,ふりょく,부력
n1_2447,一律,いちりつ,"일률적, 균일"
n1_2448,負債,ふさい,"부채, 빚"
n1_2454,展示,てんじ,전시
n1_2456,収益,しゅうえき,수익
n1_2458,反発,はんぱつ,반발
n1_2460,ポイント,ポイント,포인트
n1_2465,視覚,しかく,시각
n1_2477,分離,ぶんり,분리
n1_2480,真実,さな,진실
n1_2482,帰京,ききょう,귀경(도쿄로 돌아감)
n1_2487,総合,そうごう,종합
n1_2488,破損,はそん,파손
n1_2489,趣,おもむき,정취; 멋; 풍취
n1_2492,原形,げんけい,원형
n1_2497,申告,しんこく,신고
n1_2499,募金,ぼきん,모금
n1_2500,説得,せっとく,설득
n1_2506,飽和,ほうわ,포화
n1_2509,脚色,きゃくしょく,각색
n1_2511,転換,てんかん,전환
n1_2513,系,けい,계; 계통
n1_2519,アイデア,アイデア,아이디어
n1_2522,形態,けいたい,형태
n1_2523,特許,とっきょ,특허
n1_2525,動力,どうりょく,동력
n1_2531,保育,ほいく,보육
n1_2535,メディア,メディア,미디어
n1_2539,共感,きょうかん,공감
n1_2541,ペア,ペア,짝; 페어
n1_2542,ストレス,ストレス,스트레스
n1_2543,遣い,つかい,심부름; 사용
n1_2545,聞き取り,ききとり,듣기; 청취
n1_2546,朗読,ろうどく,낭독
n1_2548,休戦,きゅうせん,휴전
n1_2550,水洗,すいせん,수세식(물로 씻어냄)
n1_2551,成果,せいか,성과
n1_2552,寄与,きよ,기여
n1_2557,移住,いじゅう,이주
n1_2559,吹奏,すいそう,취주(관악기 연주)
n1_2560,戦闘,せんとう,전투
n1_2562,情緒,じょうしょ,정서
n1_2563,類推,るいすい,유추
n1_2564,良心,りょうしん,양심
n1_2569,書評,しょひょう,서평
n1_2570,恵み,めぐみ,"은혜, 은총"
n1_2573,ワット,ワット,와트
n1_2581,推進,すいしん,추진
n1_2582,中立,ちゅうりつ,중립
n1_2585,自首,じしゅ,자수
n1_2588,反り,そり,"휨, 굽음"
n1_2589,拒絶,きょぜつ,거절
n1_2591,進出,しんしゅつ,진출
n1_2594,事項,じこう,사항
n1_2596,憧れ,あこがれ,"동경, 그리움"
n1_2597,源,みなもと,"근원, 원천"
n1_2600,死,し,"죽음, 사망"
n1_2605,兼業,けんぎょう,겸업
n1_2608,青春,せいしゅん,청춘
n1_2610,レッスン,レッスン,"레슨, 수업"
n1_2611,情,じょう,"정, 감정"
n1_2618,禁物,きんもつ,금물
n1_2619,データ,データ,데이터
n1_2624,誠,まこと,"진심, 정성"
n1_2628,老衰,ろうすい,노쇠
n1_2633,貧乏,びんぼう,"가난, 빈곤"
n1_2637,軍事,ぐんじ,군사
n1_2640,お喋り,おしゃべり,"수다, 잡담"
n1_2649,学説,がくせつ,학설
n1_2650,富,とみ,"부, 재산"
n1_2653,妥協,だきょう,타협
n1_2654,職務,しょくむ,직무
n1_2656,特技,とくぎ,특기
n1_2657,メロディー,メロディー,멜로디
n1_2663,平方,へいほう,"제곱, 평방"
n1_2667,復興,ふっこう,"부흥, 재건"
n1_2668,阻止,そし,저지
n1_2671,交付,こうふ,"교부, 발급"
n1_2680,放置,ほうち,방치
n1_2681,積もり,つもり,"생각, 의도, 작정"
n1_2684,規格,きかく,규격
n1_2685,拒否,きょひ,거부
n1_2686,休学,きゅうがく,휴학
n1_2689,密度,みつど,밀도
n1_2690,当て字,あてじ,"취음자, 음만 빌려 쓴 한자"
n1_2692,議決,ぎけつ,의결
n1_2697,攻め,せめ,공격
n1_2699,腐敗,ふはい,부패
n1_2703,所得,しょとく,소득
n1_2704,合成,ごうせい,합성
n1_2709,ヒント,ヒント,힌트
n1_2710,獲得,かくとく,획득
n1_2711,落下,らっか,낙하
n1_2712,マスコミ,マスコミ,"매스컴, 언론"
n1_2713,事柄,ことがら,"사항, 일"
n1_2715,助動詞,じょどうし,조동사
n1_2716,品種,ひんしゅ,품종
n1_2720,流通,りゅうつう,유통
n1_2726,崩壊,ほうかい,붕괴
n1_2727,免除,めんじょ,면제
n1_2731,動向,どうこう,동향
n1_2733,制裁,せいさい,제재
n1_2735,凶作,きょうさく,흉작
n1_2738,賛美,さんび,찬미
n1_2743,制約,せいやく,제약
n1_2745,点検,てんけん,점검
n1_2748,上昇,じょうしょう,상승
n1_2759,学芸,がくげい,"학예, 학문과 예술"
n1_2765,保温,ほおん,보온
n1_2767,破壊,はかい,파괴
n1_2768,酸化,さんか,산화
n1_2770,再建,さいけん,재건
n1_2772,理性,りせい,이성
n1_2775,寄贈,きそう,"기증, 기부"
n1_2785,役,えき,"전쟁, 전투(역사적 표현)"
n1_2791,推理,すいり,추리
n1_2796,自己,じこ,"자기, 자신"
n1_2798,口述,こうじゅつ,구술
n1_2799,打撃,だげき,타격
n1_2802,期末,きまつ,기말
n1_2805,入浴,にゅうよく,"입욕, 목욕"
n1_2813,気象,きしょう,기상
n1_2814,規制,きせい,규제
n1_2816,昇進,しょうしん,승진
n1_2819,産後,さんご,산후
n1_2821,秩序,ちつじょ,질서
n1_2823,雨天,うてん,우천
n1_2830,外観,がいかん,외관
n1_2835,走行,そうこう,주행
n1_2836,標語,ひょうご,"표어, 슬로건"
n1_2838,境遇,きょうぐう,"처지, 환경"
n1_2839,導入,どうにゅう,도입
n1_2841,発言,はつげん,발언
n1_2842,決議,けつぎ,결의
n1_2848,スペース,スペース,"공간, 스페이스"
n1_2849,混同,こんどう,혼동
n1_2851,騒動,そうどう,소동
n1_2854,茶の湯,ちゃのゆ,다도
n1_2856,封鎖,ふうさ,봉쇄
n1_2857,名残,なごり,"흔적, 여운"
n1_2864,映像,えいぞう,영상
n1_2866,手回し,てまわし,"사전 준비, 채비"
n1_2867,締め切り,しめきり,마감
n1_2870,解除,かいじょ,해제
n1_2871,勤労,きんろう,근로
n1_2873,上陸,じょうりく,상륙
n1_2878,手際,てぎわ,"솜씨, 수완"
n1_2883,所在,しょざい,"소재, 있는 곳"
n1_2893,伝説,でんせつ,전설
n1_2894,現像,げんぞう,현상 (필름)
n1_2896,宣教,せんきょう,선교
n1_2897,手芸,しゅげい,수예
n1_2899,デモンストレーション,デモンストレーション,"데몬스트레이션, 시연"
n1_2901,死刑,しけい,사형
n1_2906,打ち消し,うちけし,"부정, 취소"
n1_2909,軌道,きどう,궤도
n1_2912,心地,ここち,"기분, 느낌"
n1_2916,纏まり,まとまり,"통일성, 일관성"
n1_2917,強行,きょうこう,강행
n1_2919,施行,しぎょう,시행
n1_2920,逆転,ぎゃくてん,역전
n1_2926,追跡,ついせき,추적
n1_2928,集計,しゅうけい,집계
n1_2931,着陸,ちゃくりく,착륙
n1_2936,弾力,だんりょく,탄력
n1_2937,動機,どうき,동기
n1_2942,同意,どうい,동의
n1_2943,オリエンテーション,オリエンテーション,오리엔테이션
n1_2946,掛け,かけ,"외상, 할부"
n1_2948,言伝,ことづて,"전언, 전갈"
n1_2950,交易,こうえき,교역
n1_2951,財源,ざいげん,재원
n1_2952,日焼け,ひやけ,"햇볕에 탐, 선탠"
n1_2959,放出,ほうしゅつ,방출
n1_2960,赴任,ふにん,부임
n1_2963,預金,よきん,예금
n1_2969,調和,ちょうわ,조화
n1_2975,特派,とくは,특파
n1_2978,課題,かだい,과제
n1_2988,歩み,あゆみ,"걸음, 걸어온 길"
n1_2990,伝達,でんたつ,전달
n1_2994,直面,ちょくめん,직면
n1_2995,濫用,らんよう,남용
n1_3002,反乱,はんらん,반란
n1_3007,作戦,さくせん,작전
n1_3012,除外,じょがい,제외
n1_3016,行,ぎょう,행; 줄
n1_3021,海抜,かいばつ,해발
n1_3027,平均,ならし,고르게 함; 평탄화
n1_3028,お世辞,おせじ,아부; 빈말
n1_3029,熱意,ねつい,열의
n1_3030,動き,うごき,움직임; 동향
n1_3031,鉱業,こうぎょう,광업
n1_3032,利子,りし,이자
n1_3033,倒産,とうさん,도산; 파산
n1_3035,分業,ぶんぎょう,분업
n1_3036,復旧,ふくきゅう,복구
n1_3039,実践,じっせん,실천
n1_3040,紛失,ふんしつ,분실
n1_3041,勤務,きんむ,근무
n1_3045,兆し,きざし,조짐; 징조
n1_3046,賛成,さんせい,찬성
n1_3047,下火,したび,(기세가) 수그러듦
n1_3048,徴収,ちょうしゅう,징수
n1_3051,全盛,ぜんせい,전성(기)
n1_3067,内乱,ないらん,내란
n1_3068,生死,せいし,생사
n1_3069,修飾,しゅうしょく,"수식, 꾸밈"
n1_3070,換算,かんさん,환산
n1_3072,物議,ぶつぎ,"물의, 논란"
n1_3073,主体,しゅたい,주체
n1_3074,描写,びょうしゃ,묘사
n1_3078,了解,りょうかい,"양해, 알겠음"
n1_3079,運輸,うんゆ,"운수, 운송"
n1_3082,規約,きやく,규약
n1_3094,手順,てじゅん,"순서, 절차"
n1_3102,自動詞,じどうし,자동사
n1_3103,提供,ていきょう,제공
n1_3104,言論,げんろん,언론
n1_3107,パンク,パンク,펑크 (타이어 파열)
n1_3113,愚痴,ぐち,"푸념, 불평"
n1_3117,寒気,かんき,"한기, 오한"
n1_3119,高,たか,"액수, 양"
n1_3120,骨,こつ,"요령, 비결"
n1_3121,破棄,はき,파기
n1_3122,語彙,ごい,어휘
n1_3131,コントロール,コントロール,"컨트롤, 조절"
n1_3132,進化,しんか,진화
n1_3142,体,てい,"체, 외관, 모양새"
n1_3143,修学,しゅうがく,"수학(修學), 학업"
n1_3145,内訳,うちわけ,내역
n1_3147,刷り,すり,인쇄
n1_3150,ミスプリント,ミスプリント,"오탈자, 미스프린트"
n1_3152,不評,ふひょう,"악평, 나쁜 평판, 인기가 없음"
n1_3157,駆け足,かけあし,"구보, 뜀박질, 급히 달림"
n1_3165,楽観,らっかん,낙관
n1_3166,奉仕,ほうし,봉사
n1_3167,分担,ぶんたん,분담
n1_3172,交渉,こうしょう,"교섭, 협상"
n1_3188,警戒,けいかい,경계
n1_3189,処置,しょち,"처치, 조치"
n1_3190,接触,せっしょく,접촉
n1_3196,中傷,ちゅうしょう,"중상, 비방"
n1_3197,根回し,ねまわし,"사전 교섭, 사전 조율"
n1_3199,操縦,そうじゅう,조종
n1_3203,振動,しんどう,진동
n1_3206,歎,たん,"탄식, 한탄"
n1_3208,不景気,ふけいき,불경기
n1_3211,洪水,こうずい,홍수
n1_3212,近眼,きんがん,근시
n1_3214,配布,はいふ,배포
n1_3215,停滞,ていたい,정체
n1_3219,譲歩,じょうほ,양보
n1_3221,抗争,こうそう,"항쟁, 분쟁"
n1_3223,闇,やみ,"어둠, 암흑"
n1_3230,履歴,りれき,"이력, 경력"
n1_3231,敗戦,はいせん,패전
n1_3233,資金,しきん,자금
n1_3234,足し算,たしざん,덧셈
n1_3235,念,ねん,"염려, 생각, 주의"
n1_3237,進路,しんろ,진로
n1_3239,歓声,かんせい,"환성, 환호성"
n1_3255,氏,うじ,"씨, 성씨"
n1_3256,カテゴリー,カテゴリー,"카테고리, 범주"
n1_3260,実態,じったい,실태
n1_3262,林業,りんぎょう,임업
n1_3268,公演,こうえん,공연
n1_3270,現われ,あらわれ,"표현, 나타남"
n1_3276,事業,じぎょう,사업
n1_3278,比例,ひれい,비례
n1_3280,天災,てんさい,천재지변
n1_3283,消耗,しょうこう,소모
n1_3287,外方,そっぽ,딴 곳; 외면
n1_3289,修了,しゅうりょう,수료
n1_3290,反応,はんのう,반응
n1_3291,探検,たんけん,탐험
n1_3294,小児科,しょうにか,소아과
n1_3316,短波,たんぱ,단파
n1_3318,参議院,さんぎいん,참의원 (일본 상원)
n1_3323,居住,きょじゅう,거주
n1_3331,限定,げんてい,한정
n1_3332,割り当て,わりあて,할당; 배정
n1_3336,象,しょう,조짐; 징후
n1_3337,戸籍,こせき,호적
n1_3342,格差,かくさ,격차
n1_3344,失格,しっかく,실격
n1_3346,否決,ひけつ,부결
n1_3349,類似,るいじ,유사
n1_3354,佐,さ,보좌; 돕다
n1_3356,過ち,あやまち,잘못; 과오
n1_3357,株式,かぶしき,주식
n1_3361,国連,こくれん,유엔; 국제연합
n1_3365,引き分け,ひきわけ,무승부
n1_3366,延べ,のべ,연(누계); 총계
n1_3369,白状,はくじょう,자백
n1_3370,送金,そうきん,송금
n1_3372,略語,りゃくご,약어
n1_3373,国防,こくぼう,국방
n1_3376,起伏,きふく,"기복, 굴곡"
n1_3380,模索,もさく,모색
n1_3384,公募,こうぼ,공모
n1_3388,紛争,ふんそう,분쟁
n1_3389,心得,こころえ,"마음가짐, 유의사항"
n1_3390,発生,はっせい,발생
n1_3403,業務,ぎょうむ,업무
n1_3406,原則,げんそく,원칙
n1_3409,クイズ,クイズ,퀴즈
n1_3411,客観,きゃっかん,객관
n1_3415,特集,とくしゅう,특집
n1_3417,語源,ごげん,어원
n1_3421,征服,せいふく,정복
n1_3423,従事,じゅうじ,종사
n1_3424,本文,ほんぶん,본문
n1_3426,補足,ほそく,보충
n1_3430,損失,そんしつ,손실
n1_3432,公用,こうよう,"공무, 공용"
n1_3433,文語,ぶんご,문어(체)
n1_3434,追放,ついほう,추방
n1_3442,構想,こうそう,구상
n1_3447,人目,じんもく,"남의 눈, 이목"
n1_3449,加工,かこう,가공
n1_3450,異論,いろん,"이의, 다른 의견"
n1_3452,運賃,うんちん,운임
n1_3462,再発,さいはつ,재발
n2_0001,題名,だいめい,제목
n2_0008,中世,ちゅうせい,중세
n2_0016,民謡,みんよう,민요
n2_0021,手入れ,ていれ,"손질, 관리"
n2_0023,休業,きゅうぎょう,휴업
n2_0026,意義,いぎ,의의
n2_0040,基盤,きばん,기반
n2_0048,催促,さいそく,재촉
n2_0050,学級,がっきゅう,학급
n2_0051,制作,せいさく,제작
n2_0053,休講,きゅうこう,휴강
n2_0070,整備,せいび,정비
n2_0073,四季,しき,"사계, 사계절"
n2_0077,留守番,るすばん,"집 보기, 집 지킴"
n2_0078,美容,びよう,미용
n2_0091,学年,がくねん,학년
n2_0092,仮定,かてい,가정
n2_0094,広さ,ひろさ,넓이
n2_0103,道順,みちじゅん,"가는 길, 경로"
n2_0104,盗難,とうなん,도난
n2_0112,パターン,パターン,패턴
n2_0121,定員,ていいん,정원 (정해진 인원)
n2_0122,混合,こんごう,혼합
n2_0139,同格,どうかく,동격
n2_0140,南北,なんぼく,남북
n2_0156,実績,じっせき,실적
n2_0164,測定,そくてい,측정
n2_0166,英和,えいわ,영일(영어-일본어)
n2_0167,面接,めんせつ,면접
n2_0168,公正,こうせい,공정
n2_0169,熟語,じゅくご,"숙어, 한자 숙어"
n2_0170,地質,ちしつ,지질
n2_0176,歌謡,かよう,가요
n2_0181,公式,こうしき,공식
n2_0185,来日,らいにち,"일본에 옴, 방일"
n2_0186,交差,こうさ,교차
n2_0188,追加,ついか,추가
n2_0202,中旬,ちゅうじゅん,중순
n2_0205,免税,めんぜい,면세
n2_0214,行事,ぎょうじ,행사
n2_0218,集合,しゅうごう,"집합, 모임"
n2_0222,アイデア / アイディア,アイデア / アイディア,아이디어
n2_0229,インタビュー,インタビュー,인터뷰
n2_0230,文体,ぶんたい,문체
n2_0233,和英,わえい,일영(일본어-영어)
n2_0234,オートメーション,オートメーション,"오토메이션, 자동화"
n2_0235,弱点,じゃくてん,약점
n2_0236,整数,せいすう,정수(整数)
n2_0242,矛盾,むじゅん,모순
n2_0245,競馬,けいば,경마
n2_0263,応接,おうせつ,응접
n2_0264,勝敗,しょうはい,승패
n2_0265,原始,げんし,원시
n2_0270,高度,こうど,고도(높이)
n2_0271,引算,ひきざん,뺄셈
n2_0275,統一,とういつ,통일
n2_0281,造船,ぞうせん,조선
n2_0282,肯定,こうてい,긍정
n2_0292,実力,じつりょく,실력
n2_0293,先頭,せんとう,선두
n2_0297,リズム,リズム,리듬
n2_0299,習字,しゅうじ,"서예, 습자"
n2_0300,寸法,すんぽう,치수
n2_0306,方程式,ほうていしき,방정식
n2_0309,段階,だんかい,단계
n2_0327,侵入,しんにゅう,침입
n2_0331,発揮,はっき,발휘
n2_0333,独り言,ひとりごと,혼잣말
n2_0336,副詞,ふくし,부사
n2_0339,催し,もよおし,행사
n2_0340,祝日,しゅくじつ,공휴일
n2_0347,差し引き,さしひき,"차감, 차액"
n2_0360,工事,こうじ,공사
n2_0363,引力,いんりょく,"중력, 인력"
n2_0368,効力,こうりょく,효력
n2_0377,順序,じゅんじょ,순서
n2_0388,赤道,せきどう,적도
n2_0390,響き,ひびき,"울림, 소리"
n2_0399,実用,じつよう,실용
n2_0402,四捨五入,ししゃごにゅう,반올림
n2_0406,原産,げんさん,"원산, 원산지"
n2_0412,問い合わせ,といあわせ,문의
n2_0413,炊事,すいじ,"취사, 요리"
n2_0416,コレクション,コレクション,"수집품, 컬렉션"
n2_0418,ゼミ,ゼミ,세미나
n2_0420,個所,かしょ,"부분, 곳"
n2_0427,湿度,しつど,습도
n2_0438,陽射,ひざし,"햇살, 햇빛"
n2_0440,容積,ようせき,"용적, 부피"
n2_0443,桁,けた,자릿수
n2_0447,送料,そうりょう,"배송료, 우송료"
n2_0449,感激,かんげき,감격
n2_0450,失恋,しつれん,실연
n2_0454,性能,せいのう,성능
n2_0460,儀式,ぎしき,"의식, 예식"
n2_0462,苦心,くしん,"고심, 애씀"
n2_0463,ボーナス,ボーナス,보너스
n2_0470,田植え,たうえ,모내기
n2_0471,等分,とうぶん,"등분, 균등하게 나눔"
n2_0472,心当たり,こころあたり,"짐작 가는 데, 짚이는 데"
n2_0478,心身,しんしん,심신
n2_0484,可決,かけつ,가결
n2_0486,統計,とうけい,통계
n2_0492,執筆,しっぴつ,집필
n2_0493,遠足,えんそく,소풍
n2_0494,日時,にちじ,일시
n2_0495,分数,ぶんすう,분수 (수학)
n2_0509,書道,しょどう,서예
n2_0520,国籍,こくせき,국적
n2_0523,省略,しょうりゃく,생략
n2_0532,自習,じしゅう,자습
n2_0534,自然科学,しぜんかがく,자연과학
n2_0535,点数,てんすう,점수
n2_0536,素質,そしつ,"소질, 자질"
n2_0539,定休日,ていきゅうび,정기 휴일
n2_0543,実習,じっしゅう,실습
n2_0544,稽古,けいこ,"연습, 수련"
n2_0553,指定,してい,지정
n2_0558,募集,ぼしゅう,모집
n2_0566,採点,さいてん,채점
n2_0568,焦点,しょうてん,초점
n2_0577,裁縫,さいほう,"재봉, 바느질"
n2_0579,定価,ていか,정가
n2_0581,牧畜,ぼくちく,목축
n2_0584,短所,たんしょ,단점
n2_0588,清掃,せいそう,청소
n2_0589,生年月日,せいねんがっぴ,생년월일
n2_0590,片仮名,かたかな,가타카나
n2_0591,マラソン,マラソン,마라톤
n2_0592,西暦,せいれき,서기
n2_0595,休養,きゅうよう,"휴양, 휴식"
n2_0599,断水,だんすい,단수
n2_0606,シーズン,シーズン,시즌
n2_0609,迷信,めいしん,미신
n2_0619,コース,コース,코스
n2_0627,重量,じゅうりょう,"중량, 무게"
n2_0636,消耗,しょうもう,소모
n2_0638,上旬,じょうじゅん,"상순, 초순"
n2_0642,解放,かいほう,해방
n2_0644,観測,かんそく,관측
n2_0645,述語,じゅつご,술어
n2_0648,血圧,けつあつ,혈압
n2_0653,就任,しゅうにん,취임
n2_0658,直線,ちょくせん,직선
n2_0662,退院,たいいん,퇴원
n2_0668,用途,ようと,용도
n2_0671,書取,かきとり,받아쓰기
n2_0672,人文科学,じんぶんかがく,인문과학
n2_0676,上級,じょうきゅう,"상급, 고급"
n2_0688,出迎え,でむかえ,마중
n2_0690,警備,けいび,경비
n2_0694,年度,ねんど,연도
n2_0696,直角,ちょっかく,직각
n2_0699,診断,しんだん,진단
n2_0700,下旬,げじゅん,하순
n2_0703,感想,かんそう,"감상, 느낌"
n2_0705,気圧,きあつ,기압
n2_0713,零点,れいてん,"영점, 0점"
n2_0722,人通り,ひとどおり,"인적, 사람의 왕래"
n2_0725,通訳,つうやく,통역
n2_0726,トレーニング,トレーニング,"트레이닝, 훈련"
n2_0727,接近,せっきん,접근
n2_0730,初旬,しょじゅん,초순
n2_0737,修繕,しゅうぜん,"수선, 수리"
n2_0739,要旨,ようし,"요지, 요점"
n2_0742,洒落,しゃれ,"익살, 재치있는 농담"
n2_0744,項目,こうもく,항목
n2_0747,筆記,ひっき,필기
n2_0764,過失,かしつ,"과실, 실수"
n2_0768,電波,でんぱ,전파
n2_0769,部首,ぶしゅ,부수(한자의 부수)
n2_0770,民間,みんかん,민간
n2_0776,受験,じゅけん,"수험, 시험을 봄"
n2_0784,解答,かいとう,해답
n2_0786,出勤,しゅっきん,출근
n2_0787,測量,そくりょう,측량
n2_0789,下降,かこう,하강
n2_0791,発売,はつばい,발매
n2_0796,区分,くぶん,구분
n2_0797,湿気,しっけ,습기
n2_0800,姓,せい,성(성씨)
n2_0806,水産,すいさん,수산
n2_0808,停電,ていでん,정전
n2_0812,早口,はやくち,빠른 말투
n2_0815,直流,ちょくりゅう,직류
n2_0817,見学,けんがく,견학
n2_0822,防犯,ぼうはん,방범
n2_0833,真空,しんくう,진공
n2_0836,間隔,かんかく,간격
n2_0844,区域,くいき,구역
n2_0845,相撲,すもう,"스모, 일본 씨름"
n2_0849,通貨,つうか,통화
n2_0851,レジャー,レジャー,"레저, 여가"
n2_0853,方針,ほうしん,방침
n2_0863,皮肉,ひにく,"빈정거림, 비꼼"
n2_0869,サークル,サークル,"동아리, 서클"
n2_0877,申請,しんせい,신청
n2_0892,超過,ちょうか,초과
n2_0893,調節,ちょうせつ,조절
n2_0896,有無,うむ,유무
n2_0898,プログラム,プログラム,프로그램
n2_0920,形式,けいしき,형식
n2_0923,名字,みょうじ,"성씨, 성"
n2_0925,雑音,ざつおん,"잡음, 소음"
n2_0928,勝負,しょうぶ,"승부, 경기"
n2_0930,縮小,しゅくしょう,축소
n2_0937,育児,いくじ,육아
n2_0940,満点,まんてん,만점
n2_0944,円周,えんしゅう,"원주, 둘레"
n2_0946,酸性,さんせい,산성
n2_0948,体制,たいせい,체제
n2_0950,単数,たんすう,단수
n2_0955,輸血,ゆけつ,수혈
n2_0970,工芸,こうげい,공예
n2_0971,割算,わりざん,나눗셈
n2_0975,基礎,きそ,기초
n2_0978,商業,しょうぎょう,상업
n2_0982,資料,しりょう,자료
n2_0989,蒸発,じょうはつ,증발
n2_0997,宛名,あてな,"받는 사람 이름, 수신인"
n2_1000,形容詞,けいようし,형용사
n2_1004,抽象,ちゅうしょう,추상
n2_1008,作製,さくせい,제작
n2_1011,日の入り,ひのいり,"일몰, 해넘이"
n2_1013,例外,れいがい,예외
n2_1015,休息,きゅうそく,휴식
n2_1021,外部,がいぶ,외부
n2_1024,各地,かくち,각지
n2_1032,保健,ほけん,보건
n2_1035,活躍,かつやく,활약
n2_1036,防止,ぼうし,방지
n2_1039,主語,しゅご,주어
n2_1041,火傷,やけど,화상
n2_1042,童話,どうわ,동화
n2_1043,通勤,つうきん,통근
n2_1045,謎謎,なぞなぞ,수수께끼
n2_1051,学科,がっか,학과
n2_1053,成立,せいりつ,성립
n2_1059,写生,しゃせい,"사생, 스케치"
n2_1061,マイナス,マイナス,마이너스
n2_1069,直径,ちょっけい,직경
n2_1071,売上,うりあげ,"매출, 매상"
n2_1075,濃度,のうど,농도
n2_1077,複数,ふくすう,"복수, 여럿"
n2_1088,恨み,うらみ,"원한, 유감"
n2_1089,半径,はんけい,"반지름, 반경"
n2_1099,予備,よび,"예비, 여분"
n2_1102,シリーズ,シリーズ,시리즈
n2_1107,強化,きょうか,강화
n2_1110,激増,げきぞう,급증
n2_1117,明き,あき,"빈자리, 여유"
n2_1120,能率,のうりつ,능률
n2_1124,作成,さくせい,작성
n2_1125,売買,ばいばい,매매
n2_1126,公務,こうむ,공무
n2_1128,連合,れんごう,"연합, 동맹"
n2_1139,行列,ぎょうれつ,"행렬, 줄"
n2_1140,古典,こてん,고전
n2_1142,仮名,かな,가나(일본어 음절문자)
n2_1157,針路,しんろ,"진로, 항로"
n2_1159,公共,こうきょう,공공
n2_1160,宣伝,せんでん,"선전, 광고"
n2_1161,生け花,いけばな,꽃꽂이
n2_1162,飢饉,ききん,기근
n2_1165,溜息,ためいき,한숨
n2_1166,推定,すいてい,추정
n2_1167,あくび,あくび,하품
n2_1169,体操,たいそう,체조
n2_1174,アクセント,アクセント,"악센트, 억양"
n2_1175,消毒,しょうどく,소독
n2_1177,冷凍,れいとう,냉동
n2_1186,海水浴,かいすいよく,해수욕
n2_1187,電力,でんりょく,전력
n2_1188,通用,つうよう,통용
n2_1192,功績,こうせき,공적
n2_1200,夜間,やかん,야간
n2_1201,応用,おうよう,응용
n2_1204,調整,ちょうせい,조정
n2_1205,標準,ひょうじゅん,표준
n2_1206,創作,そうさく,창작
n2_1208,日当たり,ひあたり,"볕이 듦, 일조"
n2_1209,公表,こうひょう,공표
n2_1213,研修,けんしゅう,연수
n2_1214,削除,さくじょ,삭제
n2_1217,恩恵,おんけい,"은혜, 혜택"
n2_1218,消化,しょうか,소화
n2_1224,在学,ざいがく,재학
n2_1229,要領,ようりょう,"요령, 요점"
n2_1235,正面,しょうめん,정면
n2_1238,月日,つきひ,"세월, 날짜"
n2_1240,気配,けはい,"기척, 낌새"
n2_1245,初級,しょきゅう,초급
n2_1246,課税,かぜい,과세
n2_1252,起床,きしょう,기상(잠자리에서 일어남)
n2_1258,増減,ぞうげん,증감
n2_1263,引分け,ひきわけ,"무승부, 비김"
n2_1266,集金,しゅうきん,수금
n2_1273,漁業,ぎょぎょう,어업
